,tmdb_id,name,original_name,keywords,airing_date,directors,cast,genres,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,networks,production_companies,cast_popularity
156,76114,Radio Romance,라디오 로맨스,love triangle;radio station;radio;romance;writer;first love;radio dj;mother daughter relationship,2018-01-29,,Yoon Doo-joon;Kim So-hyun;Yoon Park;Yura;Ha Jun;Kwak Dong-yeon;Oh Hyun-kyung;Yoon Joo-sang;Lee Won-jong;Kim Ye-ryeong;Jung Hee-tae;Im Ji-gyu;Park Hyo-joo;Kim Hye-ji;Cho Byeong-kyu;Ryu Hye-rin,Drama,1.0,16.0,60.0,"Song Geurim is a radio program writer who isn't exactly talented in writing. She's got the passion, initiative, and drive, but due to her lack of writing skills, she still remains an assistant writer. When she was young, the radio was the only thing in the world that she could share with her blind mother. She was consoled by the sounds of the radio and loved it more than anything, so she became a writer. When her radio program is on the verge of cancellation, she succeeds in casting a top actor Ji Suho, who can't do anything without a script.",15.435,7.333,12.0,KBS2,Arc Media,75.97800000000001
157,118932,Be My Boyfriend,오늘부터 계약연애,teen romance,2021-02-25,,Lee Si-woo;Shin Hyeon-seung;Choi Yu-ju;Lim Sung-kyun;Kim Byeong-kwan;Jung Bo-min,Comedy;Drama,1.0,15.0,12.0,"It depicts the story of Lee Seung Min, a boy with zero presence who is offered a contract relationship by Oh Ji Na, the best girl-crush idol trainee in the school.",15.429,7.8,6.0,NAVER TV,NAVER,28.139000000000003
158,97765,School 2021,학교 2021,school,2021-11-24,,Kim Yo-han;Cho Yi-hyun;Choo Young-woo;Hwang Bo Reum Byeol;Kim Kang-min;Seo Hee-sun;Kim Nu-rim;Lee Sang-jun;Kim Ye-ji,Family;Drama,1.0,16.0,70.0,"The story of students attending a specialized high school and pursuing their own dreams rather than go off to college. It will delve into how these students learn about love, friendship, the things they like versus the things they’re good at, and growing up in an intense environment. Gong Ki Joon is a hardworking student who takes on work and school at the same time and achieves his dream job after learning about love and friendship. Jeong Young Joo is a transfer student with a hidden story and a past connection to Gong Ki Joon.",15.376,8.1,10.0,KBS2,,29.057000000000006
159,78295,The Rich Son,부잣집 아들,arranged marriage;death of father;chef;hatred;childhood friends;riches to rags;father daughter relationship;multiple couples,2018-03-25,,Kim Ji-hun;Kim Joo-hyun;Lee Kyu-han;Hong Soo-hyun;Woo Hyeon;Lee Seung-yeon;Kim Min-gue;Jeon Soo-kyung;Yoon Yoo-sun;Jeong Bo-seok;Kang Nam-Gil;Kim Young-ok;Cha Seo-won,Family;Drama,1.0,100.0,35.0,"Lee Gwang Jae is the son of a rich family who is reckless and immature. His father dies and leaves behind large debts. Gwang Jae promises to pay off his debt for his father's honor, but it's not as easy as he thinks. Kim Young Ha supports Gwang Jae with her positive personality and love, giving encouragement to him whenever he needs it.",16.902,9.0,3.0,MBC,,86.122
160,89604,One Spring Night,봄밤,pharmacist;spring;romance;single father;librarian;father son relationship,2019-05-22,,Han Ji-min;Jung Hae-in;Kim Jun-han;Lim Seong-eon;Joo Min-kyung;Song Seung-hwan;Kil Hae-yeon;Lee Mu-saeng;Lee Sang-hee;Yun Seul;Oh Man-seok;Kim Jung-young;Ha Yi-An;Seo Jeong-yeon;Lim Hyoun-Soo;Kim Chang-wan,Drama,1.0,32.0,30.0,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air -- and anything is possible.",15.304,8.4,38.0,MBC,JS Pictures,71.154
161,28680,The King Dae Joyoung,대조영,historical;ancient kingdom;ancient korea;kingdom of goguryeo;korea;balhae,2006-09-16,,Choi Soo-jong;Jeong Bo-seok;Im Ho;Lee Duck-hwa;Kim Jin-tae;Park Ye-jin;Hong Soo-hyun;Kim Myung-soo;Choi Cheol-ho;Kim Ha-kyoon;Kim Kyu-chul;Lim Dong-jin;Kil Yong-woo;Jung Tae-woo;Park Soon-cheon;Jang Soon Gook,Drama,1.0,134.0,50.0,"This 100-episode epic drama vividly depicts the life of King Dae Jo-yeong and other heroes of the Balhae Kingdom, which dates back 1300 years ago.",15.205,7.0,3.0,KBS1,,43.71500000000001
162,74821,Prison Playbook,슬기로운 감빵생활,prison;corruption;prisoner;gangster;baseball;baseball player,2017-11-22,Lee Do-hyun,Park Hae-soo;Jung Kyung-ho;Krystal Jung;Lee Kyoo-hyung;Choi Moo-sung;Jung Min-sung;Park Ho-san;Kang Seung-yoon;Jung Woong-in;Jung Hae-in;Kim Sung-cheol;Lee Do-hyun;Im Hwa-young;Kang Ki-doong;Choi Sung-won;Sung Dong-il;Kim Kyung-nam;Jung Moon-sung;Shin Dong Hoon,Comedy;Drama,1.0,16.0,92.0,"With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.",15.186,8.439,49.0,Netflix,,99.779
163,70455,The King in Love,왕은 사랑한다,based on novel or book;love triangle;royal family;romance;historical;historical drama;goryeo dynasty,2017-07-17,,Yim Si-wan;Yoona;Hong Jong-hyun;Park Hwan-Hee;Oh Min-seok;Yoon Jong-hoon;Jeong Bo-seok;Jang Young-nam;Lee Ki-young;Uhm Hyo-seop;Park Young-Woon;Choo Soo-hyun;Nam Da-reum;Lee Seo-yeon;Yoon Chan-young;Ki Do-hun,Drama,1.0,40.0,30.0,"Set during the Goryeo dynasty, Won, crown prince, has a sweet appearance hiding a lust for conquest. He is best friends with Rin, an elegant man of royal descent and Won's bodyguard. When beautiful San, the sole daughter of the wealthiest man in the nation, enters the lives of the two young men, the three at first become friends but a tragic romance ensues afterwards. Based on the novel of the same name by Kim Yi-Ryung.",15.157,5.7,9.0,MBC,Tencent;U-Story9,80.77300000000001
164,129475,Inspector Koo,구경이,detective;murder;private investigator;alcoholic;tragic past;suspense,2021-10-30,,Lee Young-ae;Kim Hye-jun;Kim Hae-sook;Kwak Sun-young;Baek Sung-chul;Cho Hyun-chul;Lee Hong-nae,Action & Adventure;Comedy;Drama;Mystery;Crime,1.0,12.0,70.0,"A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst.",15.044,7.3,137.0,JTBC,KEYEAST;SLL,42.660000000000004
165,69467,The Miracle,더 미라클,romance;singer;school;twins;body-swap;girl group;entertainment industry,2016-12-12,,Kim Na-hyun;Hong Yun-hwa;Dong Hyun-bae;Yang Hak Jin;Jo Hye-Won,Drama;Comedy,1.0,12.0,13.0,"How could twin sisters be such polar opposites? Kwon Shi Ah is the beautiful sister, gorgeous in every way and a member of the popular girl group known as Miracle Girls. Since she was in preschool, Shia has worked as a model and then a teen actress before becoming an idol. Her fraternal twin sister, Shi Yeon, is almost double the body size of Shi Ah and has always been ridiculed and bullied in school for her large frame. Because of this, Shi Yeon has become a recluse, who prefers staying home and producing an Internet broadcast within the safety of her room. The only time Shi Yeon ventures out is to visit a mysterious tarot card reader who gives Shi Yeon a magical tarot card every day. But the twin sisters’ lives are turned upside down when they wake up one day and realize that their souls have switched bodies! What will an idol musician and Shi Yeon’s high school crush think of the women they thought they knew?",11.465,7.714,7.0,NAVER TV,,12.239
166,117896,Lovers of the Red Sky,홍천기,based on novel or book;greed;painter;historical fiction;blindness;astrologer;jung eun gwol;joseon;prince lead;sageuk,2021-08-30,,Kim You-jung;Ahn Hyo-Seop;Gong Myoung;Kwak Si-yang;Lee Bo-hee;Go Gyu-pil;Yoon Sa-Bong;Lee Sang-un,Drama;Sci-Fi & Fantasy,1.0,16.0,70.0,"Set during the Joseon era, Hong Cheon Ki is a female painter with a genius like painting talent. She is picked as the first female painter of the Dohwaseo (Korean Royal Academy of Painting). Hong Cheon Ki also has a beautiful appearance and a bright personality. For her, painting is everything. One day, she meets Ha Ram.

Ha Ram is an officer at the Seowoongwan, an office in charge of astronomy, geography, art of divination, meteorology. When he was young, an accident caused him to become blind. Hong Cheon Ki falls in love with him and she doesn't care that he is blind. Hong Cheon Ki keeps appearing in front of Ha Ram and he finds himself waiting for her.",14.965,8.273,11.0,SBS,Studio S,48.15599999999999
167,71871,The Best Hit,최고의 한방,love triangle;time travel;romance;love-hate relationship;flashback;hidden identity;father son relationship;entertainment industry;fluffy,2017-06-02,,Yun Si-yun;Kim Min-jae;Lee Se-young;Cha Tae-hyun;Yoon Son-ha;Dong Hyun-bae;Hong Kyung-min;Cha Eun-woo;Lee Duck-hwa;Bona;Im Ye-jin,Drama,1.0,32.0,35.0,"Yoo Hyun-Jae is a member of a popular idol group. He has a lot of fans and he is a scandal maker. Meanwhile, Lee Ji-Hoon is an aspiring singer. He pretends to be studying for his civil servant exam, but he is actually struggling to become an idol.",14.817,8.0,19.0,KBS2,Chorokbaem Media;Monster Union,62.42400000000001
168,57646,Master's Sun,주군의 태양,obsession;supernatural;trauma;medium;horror;romance;tragic past;ghost;communicating with the dead;secondary couple,2013-08-07,,So Ji-sub;Gong Hyo-jin;Seo In-guk;Kim Yoo-ri;Han Bo-reum;Park Jae Young;Kim Mi-kyeong,Sci-Fi & Fantasy;Comedy;Drama,1.0,17.0,63.0,"Joo Joong-won is the arrogant, greedy CEO of Kingdom, a  conglomerate that includes a supermall and a hotel. ""Ghost whisperer”  Tae Gong-shil, is a misunderstood outcast who can't keep a  boyfriend or a job since a near death experience left her seeing needy  ghosts. She feels compelled to help them resolve their earthly issues so  they can move on to the afterlife... and he feels compelled to think  she's crazy. Soon their lives merge into a complicated web of hijinx,  misunderstandings, and... yes, love.",14.471,8.1,135.0,SBS,Bon Factory,43.147000000000006
169,61786,Pride and Prejudice,오만과 편견,love triangle;investigation;lawyer;prosecutor,2014-10-27,,Baek Jin-hee;Choi Jin-hyuk;Choi Min-soo;Lee Tae-hwan;Son Chang-min;Choi Woo-shik;Jung Hye-sung;Noh Joo-hyun;Park Si-eun,Crime;Drama,1.0,21.0,60.0,"A legal drama about team of young and passionate prosecutors who banded together to fight against injustice and oppression that befall weak and poor people. Besides face many hardships from higher authority, they also learn to cooperate and adjust with the clash of different personalities and backgrounds.",14.769,7.9,5.0,MBC,Bon Factory,45.664
170,200945,May It Please the Court,변론을 시작하겠습니다,court;judge;prosecutor;law firm;public defender;attorney,2022-09-21,,Jung Ryeo-won;Lee Kyoo-hyung;Jung Jin-young;Kim Hye-eun;Kim Sang-ho;Park So-jin;Go Gyu-pil;Hong Seo-joon;Lee Sang-hee,Drama,1.0,12.0,64.0,"Noh Chak-hee, the ace lawyer of the big law firm, Jangsan, becomes a public defender overnight and must defend the criminal who killed her loved one.",14.728,6.6,7.0,Disney+,Arc Media;Slingshot Studios,52.705999999999996
171,97565,Forest,포레스트,surgeon;forest;erased memory;rescue team,2020-01-29,,Park Hae-jin;Jo Bo-ah;Jeong Yeon-joo;No Gwang-Sik;Ryu Seung-su;Lee Do-gyeong;Lee Si-hoon;Woo Jung-kook;Ahn Sang-Woo;Koh Soo-hee;Geum Gwang-san,Drama,1.0,32.0,30.0,"Kang San-Hyeok is a member of the 119 special rescue team. He is handsome and smart, but he does not remember his childhood. Jung Young-Jae is an enthusiastic surgical resident.

Kang San-Hyeok and Jung Young-Jae meet at a mysterious forest. Even though they do not want to, they must live together in the mysterious forest. Living there, they discover small pleasures. Kang San-Hyeok and Jung Young-Jae soon uncover a secret about themselves and the forest.",15.71,7.75,8.0,KBS2,iHQ,41.59100000000001
172,196268,Anna,안나,based on novel or book;lie,2022-06-24,Lee Zoo-young,Bae Suzy;Jung Eun-chae;Kim Jun-han;Park Ye-yeong;Kim Jung-young;Park Soo-yeon;Kang Shin-chul;Baek Ji-won;Heo Hyung-kyu,Drama,1.0,8.0,50.0,"It all starts with a simple lie. Lee Yu-mi takes on a privileged young woman's identity, leading her to a completely different life. When she marries a wealthy man whose ambitions gradually put them in the public eye, her perfectly-built persona begins to unravel.",14.541,7.6,13.0,Coupang Play,Culture Depot;Contents Map,41.942
173,62267,Beating Again,순정에 반하다,,2015-04-03,,Jung Kyung-ho;Kim So-yeon;Yoon Hyun-min;Jin Goo;Park Young-kyu;Ahn Suk-hwan;Cho Eun-ji;Lee Si-eon;Gong Hyun-joo;Kim Jung-pal;Lee Su-ji;Jung Yoo-Min;Nam Myung-ryeol;Jung Da-bin,Drama;Romance;Comedy,1.0,16.0,60.0,"After his uncle's unjust takeover of the family company, Kang Min Ho grows up to be a successful, if not cynical investor who only cares about money. But when he undergoes a sudden heart transplant surgery, Min Ho literally has a change of heart when he inherits a warm and compassionate heart. In the midst of seeing the world anew, including falling for the kind Kim Soon Jung, Min Ho must mitigate his newfound personality with the demands of his cutthroat career.",14.454,7.595,126.0,JTBC,Kim Jong-hak Production,49.55500000000001
174,77284,Tempted,위대한 유혹자,friendship;based on novel or book;love triangle;lover;seduction;romance;revenge;betrayal;second chance;heir,2018-03-12,,Woo Do-hwan;Joy;Moon Ga-young;Kim Min-jae;Shin Sung-woo;Jeon Mi-seon;Kim Seo-hyung;Jeong Ha-dam;Moon Hee-kyung;Rie Young-zin;Tae Hang-ho;Oh Ha-nee,Drama,1.0,32.0,35.0,Love is just a game for a chaebol heir who agrees to a petty bet with his friends to seduce a college student — until he starts to fall for her.,12.677,6.72,25.0,MBC,Bon Factory,60.803999999999995
175,83634,Memories of the Alhambra,알함브라 궁전의 추억,spain;video game;virtual reality;hologram;romance;hostel;computer programmer;augmented reality,2018-12-01,,Hyun Bin;Park Shin-hye;Chanyeol;Han Bo-reum;Park Hoon;Lee Hak-joo;Cho Hyun-chul;Min Jin-woong;Kim Eui-sung;Lee Re;Lee Seung-joon;Lee Si-won;Lee Jae-Wook,Action & Adventure;Mystery;Sci-Fi & Fantasy;Drama,1.0,16.0,70.0,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",14.294,7.703,59.0,Netflix,Chorokbaem Media;Studio Dragon,87.388
176,135154,If You Wish Upon Me,당신이 소원을 말하면,caregiver;workplace romance;hospice,2022-08-10,,Ji Chang-wook;Choi Soo-young;Sung Dong-il;Won Ji-an;Nam Tae-hun;Yang Hee-kyung;Kil Hae-yeon;Yoo Soon-woong;Jeon Chae-eun;Shin Ju-hwan;Park Se-jun,Drama,1.0,16.0,62.0,The story of patients and the caregivers of a hospice department. It is the story of people who dream of 'well-dying'.,14.245,7.0,11.0,KBS2,Climax Studios,51.026999999999994
177,113965,She Would Never Know,"선배, 그 립스틱 바르지 마요",based on novel or book;workplace;romance;new adult romance,2021-01-18,,Won Jin-a;Rowoon;Lee Hyun-wook;Lee Joo-been;Lee Kyu-han;Wang Bit-na;Ha Yoon-kyung;Kang Hye-jin;Lee Dong-ha;Park So-yi;Lee Ji-hyeon;Ahn Se-ha;Kim Han-na;Yang Jo-a;Choi Woo-sung;Park Han-sol,Drama,1.0,16.0,65.0,"It is an office romance about female senior who doesn’t want to catch feelings for younger men and male junior who are handsome, sexy and has a straightforward style.",14.234,7.318,11.0,JTBC,SLL,80.215
178,44821,The Great Doctor,신의,soulmates;time travel;romance;sword fight;swordsman;conspiracy;doctor;king;period drama;political intrigue ;medical drama;acupuncture;period;goryeo dynasty,2012-08-13,,Lee Min-ho ;Kim Hee-seon;Yu Oh-seong;Sung Hoon;Ryu Deok-hwan;Park Se-young;Yoon Kyun-sang;Lee Byung-joon;Kwon Hae-sung;Kim Mi-kyeong;Lee Philip,Drama;Sci-Fi & Fantasy,1.0,24.0,64.0,"After being found in 918, the kingdom of Goryeo faced a critical existential crisis when the powerful Yuan dynasty tried to subjugate them. In the fictional setting of this drama, a warrior living in the timeline of Goryeo meets a plastic surgeon living in the present day. The plastic surgeon gets kidnapped by the warrior who got an order from the king to find a doctor who can cure the fatally injured queen. The two individuals who were not meant to coexist are brought together to fight their way through the ordeals on the land of Goryeo. The warrior makes a promise that he will return her to her world, but a scheming royal advisor persuades the king to force the surgeon to stay as she can be useful to him. There, the surgeon falls in love with the warrior who is the leader of the royal guard. In this era of change and chaos, love that transcends time and space blooms.",12.545,7.7,22.0,SBS,Kim Jong-hak Production,58.54
179,204625,Bad Girlfriend,배드 걸프렌드,bad girlfriend;webdrama,2022-07-05,,Yang Hyuk;Park Young-Woon;Byeon Seo-yoon;Yoo Jung-hoo,Drama,1.0,12.0,20.0,Jisoo's story of going to the same company with two boyfriends. A full-fledged office romance.,14.186,6.7,3.0,Viki;WHYNOT,Whynot Media,8.845
180,80964,Time,시간,suicide;miracle;romance;murder,2018-07-25,,Kim Jung-hyun;Seohyun;Kim Jun-han;Hwang Seung-eon;Choi Jong-hwan;Jeon Soo-kyung;Seo Hyun-woo;Kim Hee-jung;Yoon Ji-won;Cho Byeong-kyu;Kim Yong-jun;Kang Min-ah;Ahn Ji-Hyun;Kim Jung-tae;Choi Deok-moon;Bae Hae-sun,Drama,1.0,32.0,30.0,"For a man who was born with a silver spoon in his mouth, the suffering and hardships others go through every day are not something he can relate to. One day, he unexpectedly becomes involved in a murder incident. He meets a woman who is trapped in time by what happened. He is drawn to her, feeling responsible and guilt for what he had done. Before he can even realize, his feelings towards her grow. He struggles to find the truth so that he can allow himself to love her.",19.167,7.45,10.0,MBC,,71.547
181,119769,Taxi Driver,모범택시,taxi;investigation;secret organization;revenge;antihero;based on webcomic or webtoon,2021-04-09,,Lee Je-hoon;Esom;Pyo Ye-jin;Kim Eui-sung;Cha Ji-yeon;Lee Yoo-jun;Jang Hyuk-jin;Bae Yoo-ram;Joe In;Yu Yeon-Su;Seo Eun-Seo;Choi Hyun-wook,Action & Adventure;Crime;Drama,1.0,16.0,63.0,"The story of a mysterious taxi service that takes revenge on behalf of victims who are unable to get justice from the law. Kim Do-ki is a mysterious driver for the taxi company whose mother was murdered. Kang Ha-na is a passionate attorney. Go-eun is an IT specialist, while others consider her a hacker. Along with Kim Do-ki, she works as part of Rainbow Taxi Company to solve people’s problems.",14.004,8.3,32.0,SBS,Studio S;Creative Leaders Group Eight (KR),51.993999999999986
182,95484,Stove League,스토브리그,corruption;sports;competition;baseball;behind the scenes;baseball player;sports league;sports scandal;teamwork;melodrama,2019-12-13,,Namkoong Min;Park Eun-bin;Oh Jung-se;Cho Byeong-kyu;Yoon Byung-hee;Lee Jun-hyeok;Kim Kang-min;Kim Do-hyun;Kim Soo-jin;Son Jong-hak;Park Jin-woo;Kim Ki-Moo,Drama,1.0,32.0,60.0,"Se Young is the youngest head of the management team of Dreams, a cellar-dwelling baseball team. She's highly recognized for her perseverance and intense passion for the team. One day, Seung Su is appointed as a general manager. Although he's been working in the sports field, the teams he led to the championship were unpopular, and some of them were even disbanded after winning the league due to the financial difficulties of their parent companies. Would this unlucky new general manager be able to steer Dreams to the championship with passionate Se Young?",13.921,8.5,14.0,SBS,Gil Pictures,84.79299999999999
183,63311,Yong Pal,용팔이,surgeon;criminal;medical drama,2015-08-05,,Joo Won;Kim Tae-hee;Jo Hyun-jae;Chae Jung-an;Jung Woong-in;Stephanie Lee;Jo Bok-rae;Park Hye-su;Kang Ji-woo;Choi Min-I;Jeong Dong-gyoo;Choi Byung-mo ;Kim Mi-kyeong;Ahn Se-ha;Moon Ji-In;Bae Hae-sun,Drama,1.0,18.0,60.0,"Kim Tae Hyun is a promising young surgeon, but his finances take a dive when his sister's health condition requires costly dialysis treatments. When Tae Hyun subsequently falls into a vicious cycle of debt, he assumes the alias of ""Yong Pal"" and begins making house calls for criminals who are willing to pay top dollar. Complicating things further, Tae Hyun gets involved with Han Yeo Jin, a comatose patient at the hospital.",14.913,7.3,19.0,SBS,HB Entertainment,67.921
184,66240,The Flower in Prison,옥중화,prison;historical,2016-04-30,,Jin Se-yeon;Go Soo;Kim Mi-sook;Jung Joon-ho;Park Joo-mi;Yoon Joo-hee;Jun Kwang-ryul;Choi Tae-joon;Jung Eun-pyo;Jung Da-bin;Jung Yoon-suk;Kim Soo Yun;Im Ho;Roh Jeong-eui;Seo Ha-jun;Oh Na-ra,Drama,1.0,51.0,60.0,"Jeonokseo, the most horrifying prison in Joseon, is where Ok Nyeo was born. This genius girl learns the art of living from the most eccentric people of the time. Despite the difficulties, Ok Nyeo grows up to introduce a human rights institution of Joseon to protect the weak.",13.895,5.9,12.0,MBC,Kim Jong-hak Production,72.06299999999999
185,40028,Scent of a Woman,여인의 향기,,2011-07-23,,Lee Dong-wook;Kim Sun-a;Uhm Ki-joon;Seo Hyo-rim,Comedy;Drama,1.0,16.0,65.0,"Yeon Jae endures harassment and unfair treatment from her boss because she doesn’t want to lose her job. However, she comes to regret this decision when she hears that she has only six months to live. Ji Wook was born with a silver spoon in his mouth. But he doesn’t like the life that his father wants him to live. Then he meets Yeon Jae, who is running out of time to find the love of her life. Will Ji Wook find happiness with Yeon Jae?",12.775,8.1,73.0,SBS,,29.822000000000003
186,65728,Marriage Contract,결혼계약,single parent;marriage contract;single mother;forced marriage,2016-03-05,,Lee Seo-jin;Uee;Kim Yong-geon;Park Jeong-Su;Lee Hwi-hyang;Kim Young-pil;Shin Rin-a;Kim Kwang-kyu;Pyo Ye-jin;Kim Yoo-ri;Jung Kyung-soon;Kim So-jin,Drama;Family,1.0,16.0,64.0,"A poor, widowed woman desperate to support her 7-year-old daughter and a wealthy business executive with a sick mother enter into a contract marriage.",13.753,8.2,16.0,MBC,Pan Entertainment,41.650999999999996
187,116605,River Where the Moon Rises,달이 뜨는 강,princess;amnesia;revenge;female assassin;historical drama;unconditional love;kingdom of goguryeo;korea;war,2021-02-15,,Kim So-hyun;Na In-woo;Lee Ji-hoon;Choi Yu-hwa;Kang Ha-neul;Kwon Hwa-woon;Kim Hee-jung;Ryu Ui-hyun;Wang Bit-na;Cho Tae-kwan;Kim Pub-lae;Park Sang-hoon;Yoon Ju-man,Drama;War & Politics,1.0,20.0,63.0,"Born a princess and raised a soldier, Pyeong Gang is a woman with big dreams and limitless ambition. Determined to become the first Empress of Goguryeo, Pyeong Gang will stop at nothing to make her dream come true. Clever and level headed, Pyeong Gang is well aware of the obstacles that stand in her way and she’s more than capable of taking them on. With meticulous planning, she sets out to make her dream come true. But things take an unexpected turn, the day she meets On Dal.",13.746,7.45,10.0,KBS2,,59.846999999999994
188,113622,Sisyphus,시지프스 : the myth,future;dystopia;investigation;time travel;suspense;secret,2021-02-17,,Cho Seung-woo;Park Shin-hye;Chae Jong-hyeop;Sung Dong-il;Tae In-ho;Tae Won-seok;Jeon Kuk-hwan;Heo Joon-seok;Jung Hye-in;Choi Jung-woo;Go Yoon;Kim Byung-chul;Lee Yeon-su;Lee Si-woo;Lim Ji Sub;Kim Jong-tae;Ha Yul-Ri,Sci-Fi & Fantasy;Drama;Mystery;Action & Adventure,1.0,16.0,72.0,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,13.718,7.227,64.0,JTBC,SLL;DramaHouse,93.282
189,204444,Miracle,미라클,,2022-06-24,,Kang Chan-hee;Kang Min-ah;Hwi Young;Kim Kwang-kyu;So Hee-jung;Lim Hyun-sung;Hwang Bo-ra;Noh Hyo Jeong;Oh So-Hyun,Drama;Comedy,1.0,14.0,45.0,"Sorin an aspiring idol whose dreams were dashed after a traffic accident. She works at COA Entertainment, global star Luice’ management company. Due to a scandal, Luice’s career goes up in smoke and commiserates with Sorin where they then fall for each other. Meanwhile, Sorin’s best friend Siwoo realises his own dream of becoming a K-pop idol and debuts as a member of a boy group under the same management company.",10.141,8.2,5.0,Viki;Viu,,30.840000000000003
190,85413,Blessing of the Sea,용왕님 보우하사,mistake;romance;pianist;color blindness;melodrama,2019-01-14,,Lee So-yeon;Jae Hee;Jo An;Kim Hyung-min;Ahn Nae-sang;Geum Bo-ra;Oh Mi-yeon;Im Ji-eun;Park Jeong-hak;Yoon Bok-in,Drama;Soap;Family,1.0,121.0,35.0,"Sim Chung-Yi has an absolute sense of sight which allows her to identify thousands of colors. She also has a bright personality. Sim Chung-Yi meets Ma Poong-Do who is a pianist. He is highly skilled on the piano, but he receives criticism that he has lack of sensibility. Sim Chung-Yi and Ma Poong-Do develop romantically. Sim Chung-Yi also tries to find a secret of her father.",13.047,7.0,1.0,MBC,,24.905
191,68424,That Sun in the Sky,저 하늘에 태양이,,2016-09-07,,Yoon A-jung;Lee Min-woo;Noh Young-hak;Kim Hye-ji;Park Kyung-hye;Oh Seung-Yun;Shin Dong Hoon,Soap;Drama,1.0,121.0,40.0,"In-Kyung gives up studying to support her stepmother and younger stepbrother Han-Soo. The stepmother sells In-Kyung to become a concubine to support her son Han-Soo. In-Kyung boards a train for Seoul after learning her fate. In Seoul, In-Kyung goes through numerous hardships to achieve her dreams and to attain love.",13.25,7.0,2.0,KBS2,,16.777
192,35351,Smile Dong Hae,웃어라 동해야,hotel;mentally disabled;ex-girlfriend;romance;chef;professional chefs,2010-10-04,,Ji Chang-wook;Do Ji-won;Park Jung-ah;Oh Ji-eun;Lee Jang-woo;Lee Ju-yeon;Park Hae-mi;Lee Bo-hee;Lim Chae-mu;Jung Young-sook,Drama;Comedy,1.0,159.0,35.0,"Raised in America by his mentally handicapped mother Anna, Dong Hae dreams of traveling to Korea to propose to the woman he loves.. After qualifying for a speed skating competition, he smuggles his mother to Korea with him, but his undying devotion to her soon begins causing him problems. Finally reconnecting with his lost love Saewa, Dong Hae finds his affections divided when things don’t work out as he planned in this award-winning daily drama.",13.226,8.0,1.0,KBS1,,42.986
193,152511,Forecasting Love and Weather,기상청 사람들: 사내연애 잔혹사 편,weather forecaster;romance;older woman younger man relationship;government official;office romance;secret relationship;mother daughter relationship;teamwork,2022-02-12,,Park Min-young;Song Kang;Yoon Park;Yura;Jung Woon-Sun;Yoon Sa-Bong;Kim Mi-kyeong;Moon Tae-yu;Kwon Hae-hyo;Lee Sung-wook;Chae Seo-eun;Jang So-yeon;Bae Myung-jin;Hong Ru Hyeon,Drama,1.0,16.0,60.0,"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",13.19,8.051,39.0,JTBC,SLL;npio Entertainment,82.603
194,196907,Welcome to Wedding Hell,결혼백서,love at first sight;marriage;romance;wedding;newlywed,2022-05-23,,Lee Jin-wook;Lee Yeon-hee;Hwang Seung-eon;Kil Yong-woo;Song Jin-woo;Kim Ju-yeon;Kim Mi Kyung;Im Ha-ryong;Yoon Yoo-sun,Drama,1.0,12.0,35.0,"A relatable romance drama about a couple in their 30s preparing for marriage. While they were expecting a happy ending like something out of a fairy tale, the reality of their preparations proves to be somewhat different. From the meeting between the families to marriage preparations and finding a house, the soon-to-be married couple will deal with very realistic topics.",13.189,8.0,26.0,Netflix;Kakao TV,Mays Entertainment;Kakao Entertainment,50.176
195,70372,My Only Love Song,마이 온리 러브송,time travel;romance;historical;historical drama;joseon dynasty,2017-07-01,Min Doo-sik,Gong Seung-yeon;Lee Jong-hyun;Jin Ye-ju;Lee Jae-Jin;Kim Jung-pal;Kim Chae-eun;Ahn Bo-hyun;Park Joo-Hyung;Lee Yong-jik;Lee Cheol-min;Choi Jong-hoon,Drama,1.0,20.0,30.0,"Song Soo-Jung is an arrogant pop star who believes not only that status and money can get you anywhere, but that it defines your worth. She accidentally falls into a time-slip portal and travels back in time to the Joseon era where she meets On-Dal, a man who loves money yet is generous to those without.",13.189,8.3,110.0,Netflix,,44.599
