,tmdb_id,name,original_name,keywords,airing_date,directors,cast,genres,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,networks,production_companies,cast_popularity
0,99966,All of Us Are Dead,지금 우리 학교는,high school;bullying;based on comic;horror;coming of age;survival;apocalypse;zombie;virus;based on webcomic or webtoon,2022-01-28,JQ Lee,Park Ji-hu;Yoon Chan-young;Cho Yi-hyun;Lomon;Yoo In-soo;Lee You-mi;Kim Byung-chul;Lee Kyoo-hyung;Jeon Bae-soo,Action & Adventure;Drama;Sci-Fi & Fantasy,2.0,12.0,65.0,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,398.111,8.421,2750.0,Netflix,Kim Jong-hak Production;SLL;Film Monster,82.507
1,93405,Squid Game,오징어 게임,secret organization;challenge;survival;fictional game show;cruelty;game;death match;prize,2021-09-17,Hwang Dong-hyuk,Lee Jung-jae;Park Hae-soo;Jung Ho-yeon;Wi Ha-jun;Oh Young-soo;Heo Sung-tae;Kim Joo-ryoung;Anupam Tripathi;Lee You-mi,Action & Adventure;Mystery;Drama,2.0,9.0,54.0,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",323.945,7.835,11835.0,Netflix,Siren Pictures,68.42799999999998
2,136699,Glitch,글리치,friendship;investigation;ufo;miniseries;suspense,2022-10-07,Roh Deok,Jeon Yeo-been;Nana;Lee Dong-hwi;Ryu Kyung-soo;Ko Chang-seok;Kim Nam-hee;Kim Myung-gon;Son Sook;Back Joo-hee;Jung Da-bin;Tae Won-seok;Lee Min-goo;Park Won-suk;Jeon Bae-soo;Kim Kuk-hee;Park Su-young;Ahn Se-ho;Choi Su-im;Kim Han-na,Drama;Comedy;Mystery;Sci-Fi & Fantasy,1.0,10.0,54.0,A young woman joins forces with a UFO enthusiast to investigate her boyfriend’s sudden disappearance and stumbles into a wild conspiracy.,223.442,7.674,43.0,Netflix,Studio 329,81.095
3,197067,Extraordinary Attorney Woo,이상한 변호사 우영우,court case;court;autism;lawyer;courtroom;law firm;father daughter relationship;slight romance,2022-06-29,Yoo In-sik,Park Eun-bin;Kang Tae-oh;Kang Ki-young;Jeon Bae-soo;Baek Ji-won;Jin Kyung;Ha Yoon-kyung;Joo Jong-hyuk;Joo Hyun-young;Im Sung-jae,Drama;Comedy,1.0,16.0,70.0,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,147.054,8.31,381.0,Netflix;ENA,AStory;KT Studio Genie,131.091
4,129473,Young Lady and Gentleman,신사와 아가씨,tutor;family;single father;healing;rich man poor woman,2021-09-25,,Ji Hyun-woo;Lee Se-hee;Park Ha-na;Oh Hyun-kyung;Cha Hwa-yeon;Yoon Jin-yi;Kim Young-ok;Lee Hwi-hyang;Kang Eun-Tak;Lee Jong-won;Kim Yi-kyeong;Choi Myeong-bin;Yuk Jun-seo;Seo Woo-jin;Lee Il-hwa;Yoon Ji-sook;Yang Byeong-yeol;Lim Ye-Jin;Wang Bit-na;An Woo-yeon,Comedy;Drama;Family,1.0,52.0,70.0,"Lee Young Kook is a widower with three children. He still hasn’t gotten over the death of his wife. He decides to hire Park Dan Dan as a live-in tutor for his kids and he becomes attracted to her. Meanwhile, Park Dan Dan has bright and positive personality despite her harsh situation.",128.825,8.125,8.0,KBS2,,71.909
5,154825,Business Proposal,사내맞선,based on novel or book;businessman;fake identity;blind date;romance;heir;office romance;rich man poor woman;secondary couple;boss/employee relationship,2022-02-28,Park Seon-ho,Ahn Hyo-Seop;Kim Se-jeong;Kim Min-gue;Seol In-a;Lee Duck-hwa;Kim Kwang-kyu;Jung Young-ju;Kim Hyun-sook;Song Won-seok;Choi Byung-chan;Im Gi-hong;Yun Sang-jeong;Bae Woo-hee;Seo Hye-won;Lee Soo-jung;Choi Kyung-min;Ahn Hyo-Seop;Kim Min-sik;Oh Jin-ha;Kim Jung-soo;Kim Young-ah;Hwang Bo-ra;Kim Jung-young;Choi Nam-Wook;Ok Joo-ri;Park Jae-jun;Kim Kyu Jong;Na Eun Saem;Kim Sung-Yong;Jang Soon-mi;Im Yu-Ran;Ariane Desgagnés-Leclerc,Comedy;Drama,1.0,12.0,60.0,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,126.273,8.388,103.0,SBS;Netflix,Kross Pictures;Studio S;Kakao Entertainment,128.46999999999997
6,133091,My Sweet Dear,마이스윗디어,restaurant;rivalry;co-workers relationship;chef;lgbt,2021-10-21,,Jang Eui-soo;Lee Chan-hyung;Jang Do-yoon;Jo Seo-hoo;Oh Seung-jun,Drama,1.0,8.0,15.0,"A youthful romance set in a restaurant between an extraordinary genius chef, Choi Jung Woo and Laura Dining's head chef, Yoon Do Geon.",117.343,4.8,5.0,Viki;LINE TV;WeTV,Rakuten Viki,7.421999999999999
7,106651,Hellbound,지옥,hell;cult;based on cartoon;supernatural creature;based on webcomic or webtoon;seoul;south korea,2021-11-19,Yeon Sang-ho,Yoo Ah-in;Kim Hyun-joo;Park Jeong-min;Won Jin-a;Yang Ik-june;Kim Do-yoon;Kim Shin-rok;Ryu Kyung-soo;Lee Re,Drama;Crime;Sci-Fi & Fantasy,2.0,6.0,52.0,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",112.719,7.515,687.0,Netflix,Climax Studios,58.425
8,208336,Revenge of Others,3인칭 복수,revenge,2022-11-09,,Shin Ye-eun;Lomon;Seo Ji-hoon;Chae Sang-woo;Lee Soo-min;Chung Su-bin;Kim Joo-ryoung;Woo Yeon;Jin Ho-eun;Yeon Oh,Drama,1.0,12.0,60.0,"A boy falls to his death at school, but Ok Chanmi does not believe that her twin brother, Park Wonseok, committed suicide. Chanmi transfers to her brother's school, Yongtan High, and meets Ji Sooheon, who witnessed her brother's death.",97.551,7.3,3.0,Disney+,Studio S,50.481
9,93490,My Country: The New Age,나의 나라,friendship;romance;king;political intrigue ;historical drama;joseon dynasty;goryeo dynasty,2019-10-04,,Yang Se-jong;Woo Do-hwan;Kim Seol-hyun;Jang Hyuk;Kim Yeong-cheol;Park Ye-jin;Yu Oh-seong;Jang Young-nam;Ji Seung-hyun;In Gyo-jin,Drama;Action & Adventure,1.0,16.0,70.0,"Set during the turbulent time of the fall of Goryeo and the founding of Joseon, two former friends face-off against one another over a woman and the future shape of the nation.",96.015,7.6,26.0,Netflix;JTBC,SLL;Celltrion Entertainment,56.68599999999999
10,155226,Big Mouth,빅마우스,greed;investigation;secret organization;film noir;murder;conspiracy;lawyer;mysterious killer;mysterious death;mysterious messages;mysterious figure,2022-07-29,,Lee Jong-suk;Yoona;Yang Kyung-won;Kim Ju-hun;Kwak Dong-yeon;Ok Ja-yeon;Lee Ki-young;Oh Eui-sik,Mystery;Drama;Crime,1.0,16.0,68.0,"A lawyer, caught up in a murder case, becomes a notorious and genius con artist overnight, in order to fight against a huge conspiracy and survive.",86.329,8.2,37.0,MBC,Studio Dragon;AStory,78.21099999999998
11,110356,My Name,마이 네임,police;undercover;fight;truth;revenge;murder;death;drug,2021-10-15,Kim Jin-min,Han So-hee;Park Hee-soon;Ahn Bo-hyun;Kim Sang-ho;Lee Hak-joo;Chang Ryul,Crime;Drama;Mystery;Action & Adventure,1.0,8.0,50.0,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",73.273,8.319,602.0,Netflix,Studio Santa Claus Entertainment,68.855
12,16420,Boys Over Flowers,꽃보다 남자,high school;friendship;love triangle;bullying;romance;love-hate relationship;school;based on manga;rich parents;rich man poor woman;rich kids;reverse harem,2009-01-05,,Koo Hye-sun;Lee Min-ho ;Kim Hyun-joong;Kim Bum;Kim Joon;Kim So-eun;Lee Hye-young;Park Ji-bin;Im Ye-jin;Jung Ho-bin;Lee Si-young;Park Soo-jin;Ahn Suk-hwan;Min Young-won;Nam Da-reum;Jang Ja-yeon,Comedy;Drama,1.0,25.0,65.0,A working class girl winds up at an exclusive prep school. Unassuming high school girl Jan Di stands up to -- and eventually falls for -- a spoiled rich kid who belongs to the school's most powerful clique.,72.096,8.274,1541.0,KBS2,Group Eight,77.42199999999998
13,96777,The Silent Sea,고요의 바다,future;research;mission;moon;space;moon base;2070s;silent;based on short film;science mystery;space mystery,2021-12-24,Choi Hang-yong,Bae Doona;Gong Yoo;Lee Joon;Kim Sun-young;Lee Mu-saeng;Lee Sung-wook;Jeong Soon-won;Choi Young-woo;Cha Rae-hyung;Yoo Hee-je;Yoo Sung Joo;Kang Mal-geum;Kil Hae-yeon;Heo Sung-tae;Kim Si-a,Drama;Sci-Fi & Fantasy;Mystery,1.0,8.0,45.0,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",70.531,7.874,449.0,Netflix,Artist Company,105.04999999999998
14,114395,A Love So Beautiful,아름다웠던 우리에게,remake,2020-12-28,,Cho Hye-joo;Jung Jin-hwan;Kim Yo-han;So Joo-yeon;Yeo Hoi-hyeon;Park Ji-won,Drama;Comedy,1.0,24.0,24.0,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",69.223,8.49,401.0,Kakao TV,Whynot Media;Kakao Entertainment,19.123
15,96648,Sweet Home,스위트홈,suicide;based on comic;horror;thriller;school;apartment building;isolationism;apartment;based on webcomic or webtoon,2020-12-18,,Song Kang;Lee Jin-wook;Lee Si-young;Lee Do-hyun;Kim Nam-hee;Go Min-si;Park Gyu-young;Go Youn-jung;Kim Kap-soo;Kim Sang-ho;Go Geon-han;Jeong Ha-dam;Yoon Ju-man;Ahn Dong-goo;Kim Hee-jung;Park Jin Soo,Drama;Sci-Fi & Fantasy,2.0,10.0,52.0,"As humans turn into savage monsters and wreak terror, one troubled teen and his apartment neighbors fight to survive — and to hold on to their humanity.",68.923,8.509,914.0,Netflix,Studio Dragon;Studio N,99.62100000000001
16,89641,Love Alarm,좋아하면 울리는,high school;friendship;love triangle;technology;love;matchmaking;teen drama;based on webcomic or webtoon,2019-08-22,,Kim So-hyun;Jung Ga-ram;Song Kang;Go Min-si;Lee Jae-eung;Kim Si-eun;Ki Do-hun;Bae Da-bin;Song Sun-mi;Shim Yi-young;Kim Young-pil;Park Sung-yeon;Yoon Na-moo,Drama;Sci-Fi & Fantasy,2.0,14.0,50.0,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",67.41,8.454,1758.0,Netflix,Studio Dragon;Production H,71.28500000000001
17,123349,The Sound of Magic,안나라수마나라,high school;musical;based on comic;growing up;debt;psychological;student;based on webcomic or webtoon;melodrama;youth,2022-05-06,,Ji Chang-wook;Choi Sung-eun;Hwang In-yeop;Hong Seo-hee;Nam Da-reum;Ji Hye-won;Choi Young-jun;You Chea-myung;Kim Hye-eun;Jo Han-chul;Kim Ba-da,Drama;Sci-Fi & Fantasy,1.0,6.0,69.0,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,65.794,7.45,50.0,Netflix,SLL;Content Zium,69.606
18,45579,The Moon Embracing the Sun,해를 품은 달,based on novel or book;joseon dynasty,2012-01-04,,Kim Soo-hyun;Yeo Jin-goo;Han Ga-in;Kim You-jung;Jung Il-woo;Lee Tae-ri;Kim Min-seo;Kim So-hyun;Sunwoo Jae-duk;Song Jae-hee;Yim Si-wan;Yoon Seung-ah;Seo Ji-Hee;Ahn Nae-sang;Kim Young-ae;Nam Bo-ra;Jin Ji-hee;Song Jae-rim;Lee Won-keun;Kim Ye-ryeong;Jeon Mi-seon;Yang Mi-kyung,Drama;Sci-Fi & Fantasy,1.0,20.0,65.0,"Years after she's assumed dead by the palace, a young noblewoman, now trained as a shaman, returns to court to reclaim her rightful position as queen.",65.92,7.982,170.0,MBC,Pan Entertainment,128.30200000000002
19,65143,Descendants of the Sun,태양의 후예,friendship;army;surgeon;romance;hospital;doctor;soldier;military;medical,2016-02-24,,Song Joong-ki;Song Hye-kyo;Kim Ji-won;Jin Goo;Onew;Kang Shin-il;Cho Tae-kwan;Jo Jae-yoon;Hyun Jyu-ni;Jeon Soo-jin;Lee Seung-joon;Kim Min-seok;Ahn Bo-hyun;David Lee McInnis;Lee Yi-kyung;Kim Byung-chul;Park Hwan-Hee;Elena Zhernovaya;Jo Woo-Ri;Tae In-ho;Seo Jeong-yeon;Park Hoon;Choi Woong;Shin Dong Hoon;Kim Hyo Myung,Drama,1.0,16.0,60.0,A drama about the love of people who get closer as they learn to be considerate of each other in desperate times and sacrifices made by people who throw themselves into natural disasters.,59.525,8.475,597.0,KBS2,Studio & New,128.85099999999997
20,155229,Cheer Up,치얼업,cheerleader;romance;university;students;campus romance;campus life,2022-10-03,,Han Ji-hyun;Bae In-hyuk;Kim Hyun-jin;Jang Gyu-ri;Lee Eun-saem;Yang Dong-geun;Han Su-a;Kim Sin-bi;Hyun Woo-seok;Baek Ji-won;Jang Young-nam;Ryu Hyun-kyung;Lee Min-jae;Yoon Bok-in,Drama;Mystery;Comedy,1.0,16.0,60.0,Revolves around a once-leading university cheering squad. It will showcase the story of the use of dance on our youth. Do Hae Yi is the newest member of the university's cheerleading squad. She was selected as the top 1% in appearance. Park Jung Woo is the leader of the Yeonhee University cheering squad.,59.382,6.9,8.0,SBS,Studio S,56.31200000000001
21,68349,Weightlifting Fairy Kim Bok-Joo,역도요정 김복주,friendship;sports;college;romance;weightlifting,2016-11-16,Han Hee,Lee Sung-kyung;Nam Joo-hyuk;Kyung Soo-jin;Lee Jae-yoon;Cho Hye-jung;Oh Eui-sik;Ji Il-joo;Cho Soo-hyang;Lee Joo-young;Choi Moo-sung;Jang Young-nam;Ahn Kil-kang;Kang Ki-young;Jeong In-gi;Lee Jung-eun;Yoo Da-in;Kim Ye-joon;Lee Jong-suk;Cho Mi-nyeo,Comedy;Drama,1.0,16.0,60.0,"A spunky female weightlifter and free-spirited male swimmer meet on campus, only to find out their pasts may be intertwined.",57.919,8.71,648.0,MBC,Chorokbaem Media,149.12
22,133678,Once Upon a Small Town,어쩌다 전원일기,based on novel or book,2022-09-05,Kwon Seok-jang,Joy;Choo Young-woo;Baek Sung-chul;Baek Ji-won;Jeong Seok-yong;Roh Jae-won;Park Ye-ni;Ha Yul-Ri;Na Chul;Park Ji-a;Kim Young-Sun,Drama,1.0,12.0,36.0,"Against his wishes a veterinarian from the big city relocates to the countryside, where he meets a policewoman, a town insider with a friendly secret.",56.733,8.032,31.0,Netflix;Kakao TV,Kakao Entertainment,31.958000000000006
23,157383,The Golden Spoon,금수저,upper class;secret identity;class differences;magical object;erased memory;lost memory;based on webcomic or webtoon,2022-09-23,,Yook Sung-jae;Lee Jong-won;Jung Chae-yeon;Yeon-woo;Choi Won-young;Son Yeo-eun;Choi Dae-chul;Han Chae-ah;Chang Ryul;Kim Seo-ha;Song You-hyun;Son Woo-hyeon;Seung You;Kim Kang-min;Kim Eun-soo;Son Jong-hak;Jang Hyuk-jin;Lee In-hye;Lee Min-jae;Nam Hyun-Joo;Kim Ki-doo;Park Joo-Hyung,Drama;Mystery;Sci-Fi & Fantasy,1.0,16.0,72.0,"Would you trade your poor but loving family for a life of riches? When Seung Cheon gets his hands on a magical spoon that allows him to switch lives with his rich best friend, he thinks it’s a no-brainer. But life-altering decisions are always accompanied by a sense of doubt, and with only three chances to change his mind, Seung Cheon has to decide which of his two possible futures is worth keeping.",52.776,8.8,8.0,MBC,Samhwa Networks;Studio N,77.88000000000001
24,154891,Woori The Virgin,우리는 오늘부터,virgin;detective;pregnancy;romance;remake;heir;mother daughter relationship;unexpected pregnancy,2022-05-09,Jeong Jeong-hwa,Im Soo-hyang;Sung Hoon;Hong Ji-yoon;Shin Dong-Wook;Hong Eun-hee;Kim Sa-Kwon;Ahn Shin-woo,Comedy;Drama,1.0,14.0,63.0,"A romantic comedy about a woman  Oh Woo Ri, who intended to remain chaste until marriage, accidentally winds up pregnant while undergoing a medical examination.",52.167,7.375,16.0,SBS,Group Eight;Studio S,33.463
25,158811,Bargain,몸값,escape;motel;long take;earthquake;survival;organ trade;based on short film,2022-10-28,Jeon Woo-sung,Jeon Jong-seo;Jin Sun-kyu;Chang Ryul,Drama;Crime,1.0,6.0,35.0,"Based on the short film of the same name, ‘Bargain’ is a disaster thriller that unfolds when a great earthquake hits the building where ‘Ransom’ was negotiated for different reasons. The merciless struggle of human beings to survive in the chaos created by complete disconnection from the outside world is drawn in an interesting way.",50.666,9.0,2.0,TVING,SLL;Climax Studios,28.49
26,201852,One Dollar Lawyer,천원짜리 변호사,lawyer,2022-09-23,,Namkoong Min;Kim Ji-eun;Choi Dae-hoon;Lee Chung-ah;Lee Duck-hwa;Park Jin-woo;Jo Yeon-hee;Gong Min-jeung;Lee Je-hoon,Drama,1.0,12.0,60.0,"Courts are not equally accessible to everyone and people lose trust in the judicial system. But here comes a lawyer with the best skills and a commission fee of just one dollar, committed to social justice and defending fundamental human rights. This extraordinary defense lawyer confronts blindfolded justice and highly paid opposing counsel for his clients' rights.",49.236,8.455,11.0,SBS,Studio S,64.764
27,68814,Strong Woman Do Bong Soon,힘쎈 여자 도봉순,love triangle;supernatural;gang;superhuman strength;rich man poor woman;father daughter relationship;boss/employee relationship;k-drama,2017-02-24,,Park Bo-young;Park Hyung-sik;Ji Soo;An Woo-yeon;Seol In-a;Shim Hye-jin;You Chea-myung;Jun Suk-ho;Kim Min-kyo;Im Won-hee;Kim Won-hae;Jang Mi-Kwan,Comedy;Action & Adventure;Drama,1.0,16.0,60.0,"Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",49.205,8.101,149.0,JTBC,JS Pictures;SLL;DramaHouse,66.727
28,138947,Artificial City,공작도시,greed;psychological thriller;conglomerate;tv news anchor;south korea;female centered plot,2021-12-08,,Soo Ae;Kim Kang-woo;Kim Mi-sook;Lee E-dam;Lee Hak-joo;Kim Joo-ryoung;Kim Young-jae;Kim Ji-hyun,Drama;Mystery,1.0,20.0,64.0,"A mystery psychological thriller drama that depicts characters with various desires and different psychology, and their tangled relationships against the backdrop of a society that conceals their dark sides and is maintained through someone's sacrifice.",48.309,8.3,3.0,JTBC,SLL;HiSTORY D&C,38.169
29,70593,Kingdom,킹덤,kingdom;royal family;based on comic;horror;outbreak;thriller;zombie;crown prince;palace intrigue;historical drama;16th century;joseon dynasty;busan;south korea,2019-01-25,,Ju Ji-hoon;Ryu Seung-ryong;Bae Doona;Kim Sang-ho;Kim Sung-kyu;Jun Suk-ho;Kim Hye-jun;Park Byung-eun;Kim Tae-Hoon;Heo Joon-ho,Drama;Mystery,2.0,12.0,51.0,"In this zombie thriller set in Korea's medieval Joseon dynasty which has been defeated by corruption and famine, a mysterious rumor of the king’s death spreads, as does a strange plague that renders the infected immune to death and hungry for flesh. The crown prince, fallen victim to a conspiracy, sets out on a journey to unveil the evil scheme and save his people.",48.037,8.355,763.0,Netflix,AStory,85.863
30,194736,Curtain Call,커튼콜: 나무는 서서 죽는다,,2022-10-31,,Ha Ji-won;Kang Ha-neul;Goh Doo-shim;Sung Dong-il;Kwon Sang-woo;Ji Seung-hyun;Hwang Woo-seul-hye;Noh Sang-hyun;Jung Ji-so,Drama;Family,1.0,16.0,62.0,A drama about an elderly woman from North Korea who doesn’t have much time left to live and a theatre actor who acts as her grandson in order to fulfill her final wish.,47.041,8.8,5.0,KBS2,,64.628
31,87527,My First First Love,첫사랑은 처음이라서,love triangle;coming of age;first love;childhood friends;twenty something;housemates;cohabitation;friends to lovers,2019-04-18,,Ji Soo;Jung Chae-yeon;Jung Jin-young;Choi Ri;Kang Tae-oh,Drama,2.0,16.0,55.0,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",46.333,8.3,498.0,Netflix,AStory,47.126999999999995
32,48462,The Heirs,상속자들,high school;friendship;love triangle;bullying;romance;school;sibling rivalry;rich man poor woman;cohabitation,2013-10-09,,Park Shin-hye;Lee Min-ho ;Kim Woo-bin;Choi Jin-hyuk;Kim Ji-won;Krystal Jung;Kang Ha-neul;Park Hyung-sik;Im Joo-eun;Choi Won-young;Kim Sung-ryung;Jo Yoon-woo;Park Joon-geum;Kang Min-hyuk;Jeon Soo-jin;Kim Mi-kyeong,Comedy;Drama,1.0,20.0,59.0,"Heirs follows a group of privileged, elite high school students as they are groomed to take over their families' business empires. These wealthy students seem to have everything under control–except their love lives. Kim Tan is heir to the Empire Group sent to study abroad in the U.S. In reality it's a form of exile, as his elder half-brother back home schemes to takes over the family business. While in the States, Kim Tan bumps into Cha Eun Sung, who's arrived from Korea in search of her older sister. He feels himself falling for her, never realizing that she's the daughter of his family's housekeeper. When his fiancée Rachel Yoo arrives to bring him back to Korea, his heart is torn between love and duty. Meanwhile, Rachel's half-brother Choi Young Do develops his own crush on Eun Sung.",45.835,7.839,514.0,SBS,Hwa and Dam Pictures;Seoul Broadcasting System,109.89999999999999
33,74682,I Am Not a Robot,로봇이 아니야,artificial intelligence;romance;robot;heir;hidden identity;rich man poor woman;robot girl;double identity;robotics;humanoid robot;fluffy;haphephobia,2017-12-06,,Yoo Seung-ho;Chae Soo-bin;Uhm Ki-joon;Kang Ki-young;Hwang Seung-eon;Kim Ha-kyoon;Park Se-wan;Seo Dong-won;Lee Min-ji;Son Byung-ho;Lee Byung-joon;Uhm Hyo-seop;Kim Ki-doo;Go Geon-han;Lee Han-seo,Comedy;Sci-Fi & Fantasy;Drama;Family,1.0,32.0,35.0,"Kim Min Gyu has wealth and success, but lives an isolated life due to his allergy of people. He then meets and falls in love with a girl who is pretending to be a robot for her ex-boyfriend, a genius robots professor.",45.005,8.371,585.0,MBC,May Queen Pictures (KR),98.12700000000001
34,93846,The King: Eternal Monarch,더 킹 : 영원의 군주,detective;time travel;monarchy;romance;historical fiction;king;parallel world;female prime minister;female detective;taekwondo,2020-04-17,,Lee Min-ho ;Kim Go-eun;Woo Do-hwan;Kim Kyung-nam;Jung Eun-chae;Lee Jung-jin;Jeon Moo-song;Kim Young-ok;Jeon Bae-soo;Seo Jeong-yeon;Park Won-sang;Park So-jin;Baek Hyun-joo;Kang Hong-suk;Kim Yong-ji;Lee Hong-nae;An Si-ha;Choi Woo-sung,Sci-Fi & Fantasy;Drama,1.0,16.0,72.0,"Lee Gon is the third Korean emperor of his generation. His citizens regard him as the perfect leader. But behind this flawless appearance, hides a deep wound. When he was eight years old, his father was murdered before his eyes following a coup. Today, instead of respecting his filial duty, he prefers to escape the palace to attend university conferences. During one of his escapades, he sees himself propelled into a parallel world where he meets Jeong Tae Eul, an inspector with whom he teams up with to defeat the criminals but also close the door between their two worlds.",42.816,8.5,744.0,SBS,Hwa and Dam Pictures;Studio Dragon,124.841
35,157208,Semantic Error,시맨틱 에러,based on novel or book;lgbt;boys' love (bl);campus romance,2022-02-16,Kim Soo-jung,Park Seo-ham;Park Jae-chan;Song Ji-oh;Kim No-jin;Kim Won-gi;Choi Su-geon;Cha Jae-hoon;Jung Joon-gyo,Drama,1.0,8.0,24.0,Chu Sang Woo is the epitome of an inflexible and strict rule-abiding person. Jang Jae Young is like a semantic error in the perfect world of Chu Sang Woo. Will Sang Woo be able to work with Jae Young as an artist and engineer?,42.444,8.5,22.0,watcha,Raemongraein,17.01
36,157161,Shadow Detective,형사록,detective;mysterious man;psychological warfare,2022-10-26,,Lee Sung-min;Jin Goo;Kyung Soo-jin;Lee Hak-joo;Kim Hong-pa;Kim Tae-Hoon,Drama;Crime;Mystery,1.0,8.0,60.0,A veteran detective who is about to retire unfolds a breathtaking psychological warfare with a mysterious man who follows his path while hiding his identity.,41.635,6.5,4.0,Disney+,Studio Dragon,36.123
37,126035,"Nevertheless,","알고있지만,",love triangle;romance;love-hate relationship;playboy;friends with benefits;multiple couples;based on webcomic or webtoon;sexual content;steamy kiss,2021-06-19,Kim Ga-ram,Han So-hee;Song Kang;Chae Jong-hyeop;Lee Yul-eum;Yang Hye-ji;Kim Min-gwi;Lee Ho-jung;Yoon Seo-ah;Jeong Jae-kwang;Han Eu-ddeum;Lee Seung-hyub;Seo Hye-won;Lee Tae-hee;Lee Jung-ha;Kim Moo-joon;Yoo Ji-hyun;Son Bo-Seung;Seo Bum-june;Yoon Sa-Bong,Drama,1.0,10.0,69.0,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,41.613,7.546,54.0,JTBC,SLL;Studio N;Beyond J,86.55399999999999
38,18495,Nonstop,논스톱,,2000-05-15,,Hyun Bin;Jang Keun-suk;Han Ye-seul;Bong Tae-gyu;Kim Hyung-ja;Yoon Jong-shin;Kim Jae-seung;Yang Jae-hee;Kim Wan-ki;Jun Sung-ae;Andy Lee;Jun Jin;Ye Hak-young;Oh Seung-eun;Lee Young-eun;Lee Yoon-ji;MC Mong,Drama;Comedy,6.0,476.0,25.0,"Nonstop is a South Korean slice-of-life sitcom that broadcast its first season in 2000 on MBC. It continued with 5 more seasons. The series was popular for its cast of teen idols, many who debuted through the show..",42.083,4.3,3.0,MBC,,45.672
39,4734,Jumong,주몽,period drama;ancient korea;kingdom of goguryeo;korea,2006-05-15,,Song Il-gook;Jin Hee-kyung;Song Ji-hyo;Han Hye-jin;Bae Soo-bin;Ahn Yong-jun;Park Tam-hee;Song Ok-suk;Kim Yong-hee;Oh Yeon-soo,War & Politics;Drama,1.0,81.0,80.0,"Jumong  examines the life of Jumong Taewang, founder of the kingdom of Goguryeo. Few details have been found in the historical record about Jumong, so much of the series is fictionalized. The fantastic elements surrounding the original Jumong legend have been replaced with events more grounded in reality.",35.266,8.4,18.0,MBC,Chorokbaem Media,41.664
40,99489,The Penthouse,펜트하우스,jealousy;married couple;greed;family relationships;rivalry;revenge;betrayal;motherhood;penthouse;seoul;south korea;female centered plot,2020-10-26,,Lee Ji-ah;Kim So-yeon;Eugene;Park Ho-san;Uhm Ki-joon;Shin Eun-kyung;On Ju-wan;Bong Tae-gyu;Yoon Jong-hoon;Park Eun-seok;Yoon Joo-hee;Ha Do-kwon;Ahn Yeon-hong;Kim Hyun-soo;Jin Ji-hee;Kim Young-dae;Han Ji-hyun;Choi Ye-bin;Lee Tae-vin;Kim Do-hyun;Kim Dong-Kyu,Drama;Mystery,3.0,48.0,70.0,"A woman puts everything on the line to achieve her goal of being able to move into a luxury penthouse in the Gangnam District. In the process, she gradually finds herself turning into a monster.",41.454,8.646,175.0,SBS,Seoul Broadcasting System;Chorokbaem Media,89.775
41,60957,My Love From Another Star,별에서 온 그대,celebrity;romance;alien;murder;alien planet;star crossed lovers;superhuman strength;college professor;interspecies romance;immortal;cyberbullying;special power;time manipulation;steamy kiss,2013-12-18,,Jun Ji-hyun;Kim Soo-hyun;Park Hae-jin;Yoo In-na;Shin Sung-rok;Lee Jeong-kil;Jin Hyun Kwang;Kim Hyo Myung,Comedy;Drama;Sci-Fi & Fantasy,1.0,21.0,60.0,"Do Min Joon is an otherworldly beauty, literally. After crash landing on Earth 400 years ago, Min Joon has diligently observed humans for centuries, ultimately coming to cynical conclusions. On top of being a super babe, Min Joon's got enhanced vision, hearing and agility — all the more reason to believe he's superior to everyone on Earth. That is, until he pursues the beautiful actress Cheon Song Yi for a romance out of this world.",41.154,8.374,692.0,SBS,HB Entertainment,49.721000000000004
